Store,Days,Date, Weekly_Sales ,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,
35,"06, May, 11","Friday, 6 May 2011"," $835,181 ",0,56.48,4.046,138.4131202,8.512,
36,"06, May, 11","Friday, 6 May 2011"," $393,401 ",0,69.56,3.917,214.5240376,8.3,
37,"06, May, 11","Friday, 6 May 2011"," $547,513 ",0,69.56,3.906,214.5240376,8.3,
38,"06, May, 11","Friday, 6 May 2011"," $422,187 ",0,68.4,4.193,129.0444333,13.736,
39,"06, May, 11","Friday, 6 May 2011"," $1,370,921 ",0,68.75,3.906,214.5240376,8.3,
40,"06, May, 11","Friday, 6 May 2011"," $1,016,753 ",0,50.81,4.078,134.5143667,4.781,
41,"06, May, 11","Friday, 6 May 2011"," $1,244,957 ",0,41.2,3.735,192.7252006,6.934,
42,"06, May, 11","Friday, 6 May 2011"," $612,337 ",0,73.56,4.193,129.0444333,8.494,
43,"06, May, 11","Friday, 6 May 2011"," $649,149 ",0,66.77,3.906,207.5714929,10.581,
44,"06, May, 11","Friday, 6 May 2011"," $299,355 ",0,47.75,3.744,129.0444333,6.906,
45,"06, May, 11","Friday, 6 May 2011"," $810,151 ",0,58.21,4.046,185.9374378,8.521,
1,"29, Apr, 11","Friday, 29 April 2011"," $1,455,091 ",0,72.03,3.81,215.6279544,7.682,
2,"29, Apr, 11","Friday, 29 April 2011"," $1,745,545 ",0,69.21,3.81,215.2772683,7.931,
3,"29, Apr, 11","Friday, 29 April 2011"," $367,405 ",0,78.69,3.81,219.0236099,7.574,
4,"29, Apr, 11","Friday, 29 April 2011"," $1,878,167 ",0,64.22,3.781,128.9998667,5.946,
5,"29, Apr, 11","Friday, 29 April 2011"," $307,292 ",0,74.75,3.81,216.1968142,6.489,
6,"29, Apr, 11","Friday, 29 April 2011"," $1,479,250 ",0,75.27,3.81,217.1847255,6.855,
7,"29, Apr, 11","Friday, 29 April 2011"," $410,430 ",0,26.79,3.663,192.6243322,8.595,
8,"29, Apr, 11","Friday, 29 April 2011"," $855,015 ",0,62.29,3.81,219.071119,6.297,
9,"29, Apr, 11","Friday, 29 April 2011"," $532,226 ",0,70.85,3.81,219.2588382,6.38,
10,"29, Apr, 11","Friday, 29 April 2011"," $1,873,646 ",0,73.38,4.151,128.9998667,8.494,
11,"29, Apr, 11","Friday, 29 April 2011"," $1,357,590 ",0,79.97,3.81,219.0236099,7.574,
12,"29, Apr, 11","Friday, 29 April 2011"," $994,966 ",0,68.27,4.151,128.9998667,13.736,
13,"29, Apr, 11","Friday, 29 April 2011"," $1,895,583 ",0,43.85,3.683,128.9998667,7.193,
14,"29, Apr, 11","Friday, 29 April 2011"," $1,930,618 ",0,66.18,3.962,185.8029526,8.521,
15,"29, Apr, 11","Friday, 29 April 2011"," $560,764 ",0,55.46,4.117,134.4357333,7.658,
16,"29, Apr, 11","Friday, 29 April 2011"," $378,100 ",0,37.77,3.663,192.6243322,6.339,
17,"29, Apr, 11","Friday, 29 April 2011"," $806,979 ",0,40.14,3.683,128.9998667,6.774,
18,"29, Apr, 11","Friday, 29 April 2011"," $974,114 ",0,58.82,3.988,134.4357333,8.975,
19,"29, Apr, 11","Friday, 29 April 2011"," $1,297,238 ",0,54.23,4.117,134.4357333,7.658,
20,"29, Apr, 11","Friday, 29 April 2011"," $1,881,788 ",0,62.97,3.962,208.6386,7.287,
21,"29, Apr, 11","Friday, 29 April 2011"," $783,251 ",0,70.19,3.81,215.2772683,7.931,
22,"29, Apr, 11","Friday, 29 April 2011"," $926,134 ",0,57.2,3.988,138.3303119,8.252,
23,"29, Apr, 11","Friday, 29 April 2011"," $1,173,307 ",0,54.2,3.988,134.4357333,4.781,
24,"29, Apr, 11","Friday, 29 April 2011"," $1,197,761 ",0,60.48,4.117,134.4357333,8.212,
25,"29, Apr, 11","Friday, 29 April 2011"," $649,245 ",0,58.43,3.962,208.6386,7.287,
26,"29, Apr, 11","Friday, 29 April 2011"," $873,450 ",0,47.17,3.988,134.4357333,7.818,
27,"29, Apr, 11","Friday, 29 April 2011"," $1,642,075 ",0,61.71,4.117,138.3303119,7.725,
28,"29, Apr, 11","Friday, 29 April 2011"," $1,222,368 ",0,68.27,4.151,128.9998667,13.736,
29,"29, Apr, 11","Friday, 29 April 2011"," $493,079 ",0,57.2,3.988,134.4357333,9.966,
30,"29, Apr, 11","Friday, 29 April 2011"," $423,687 ",0,70.19,3.81,215.2772683,7.931,
31,"29, Apr, 11","Friday, 29 April 2011"," $1,331,138 ",0,70.19,3.81,215.2772683,7.931,
32,"29, Apr, 11","Friday, 29 April 2011"," $1,107,495 ",0,44.86,3.663,192.6243322,8.595,
33,"29, Apr, 11","Friday, 29 April 2011"," $248,562 ",0,77.44,4.151,128.9998667,8.687,
34,"29, Apr, 11","Friday, 29 April 2011"," $895,973 ",0,57.73,3.781,128.9998667,10.581,
35,"29, Apr, 11","Friday, 29 April 2011"," $811,824 ",0,61.71,3.962,138.3303119,8.512,
36,"29, Apr, 11","Friday, 29 April 2011"," $340,709 ",0,76.1,3.837,214.3580974,8.3,
37,"29, Apr, 11","Friday, 29 April 2011"," $502,918 ",0,76.1,3.81,214.3580974,8.3,
38,"29, Apr, 11","Friday, 29 April 2011"," $344,226 ",0,68.27,4.151,128.9998667,13.736,
39,"29, Apr, 11","Friday, 29 April 2011"," $1,379,652 ",0,76.47,3.81,214.3580974,8.3,
40,"29, Apr, 11","Friday, 29 April 2011"," $847,247 ",0,52.68,3.988,134.4357333,4.781,
41,"29, Apr, 11","Friday, 29 April 2011"," $1,178,841 ",0,39.81,3.663,192.6243322,6.934,
42,"29, Apr, 11","Friday, 29 April 2011"," $496,010 ",0,73.38,4.151,128.9998667,8.494,
43,"29, Apr, 11","Friday, 29 April 2011"," $611,464 ",0,71.34,3.81,207.4148429,10.581,
44,"29, Apr, 11","Friday, 29 April 2011"," $281,248 ",0,43.85,3.683,128.9998667,6.906,
45,"29, Apr, 11","Friday, 29 April 2011"," $786,562 ",0,66.18,3.962,185.8029526,8.521,
1,"22, Apr, 11","Friday, 22 April 2011"," $1,564,820 ",0,72.99,3.807,215.4599053,7.682,
2,"22, Apr, 11","Friday, 22 April 2011"," $1,886,340 ",0,69.39,3.807,215.1096657,7.931,
3,"22, Apr, 11","Friday, 22 April 2011"," $391,860 ",0,76.91,3.807,218.851237,7.574,
4,"22, Apr, 11","Friday, 22 April 2011"," $2,220,601 ",0,68.8,3.781,128.9553,5.946,
5,"22, Apr, 11","Friday, 22 April 2011"," $328,415 ",0,74.34,3.807,216.0280407,6.489,
6,"22, Apr, 11","Friday, 22 April 2011"," $1,639,359 ",0,74.24,3.807,217.0146941,6.855,
7,"22, Apr, 11","Friday, 22 April 2011"," $466,595 ",0,31.84,3.636,192.5234638,8.595,
8,"22, Apr, 11","Friday, 22 April 2011"," $937,473 ",0,65.11,3.807,218.8986857,6.297,
9,"22, Apr, 11","Friday, 22 April 2011"," $549,502 ",0,72.35,3.807,219.0861659,6.38,
10,"22, Apr, 11","Friday, 22 April 2011"," $2,004,831 ",0,75.93,3.917,128.9553,8.494,
11,"22, Apr, 11","Friday, 22 April 2011"," $1,388,119 ",0,78.31,3.807,218.851237,7.574,
12,"22, Apr, 11","Friday, 22 April 2011"," $1,016,019 ",0,72.12,4.134,128.9553,13.736,
13,"22, Apr, 11","Friday, 22 April 2011"," $2,124,316 ",0,47.55,3.655,128.9553,7.193,
14,"22, Apr, 11","Friday, 22 April 2011"," $2,256,461 ",0,53.04,3.892,185.6684673,8.521,
15,"22, Apr, 11","Friday, 22 April 2011"," $655,318 ",0,41.37,4.061,134.3571,7.658,
16,"22, Apr, 11","Friday, 22 April 2011"," $368,600 ",0,40.74,3.636,192.5234638,6.339,
17,"22, Apr, 11","Friday, 22 April 2011"," $1,060,770 ",0,42.24,3.655,128.9553,6.774,
18,"22, Apr, 11","Friday, 22 April 2011"," $1,105,860 ",0,45.99,3.919,134.3571,8.975,
19,"22, Apr, 11","Friday, 22 April 2011"," $1,514,289 ",0,41.66,4.061,134.3571,7.658,
20,"22, Apr, 11","Friday, 22 April 2011"," $2,313,862 ",0,52.56,3.892,208.4779405,7.287,
21,"22, Apr, 11","Friday, 22 April 2011"," $801,302 ",0,70.79,3.807,215.1096657,7.931,
22,"22, Apr, 11","Friday, 22 April 2011"," $1,152,782 ",0,47.76,3.919,138.2475036,8.252,
23,"22, Apr, 11","Friday, 22 April 2011"," $1,447,301 ",0,39.62,3.919,134.3571,4.781,
24,"22, Apr, 11","Friday, 22 April 2011"," $1,372,485 ",0,46,4.061,134.3571,8.212,
25,"22, Apr, 11","Friday, 22 April 2011"," $756,588 ",0,45.87,3.892,208.4779405,7.287,
26,"22, Apr, 11","Friday, 22 April 2011"," $921,701 ",0,33.81,3.919,134.3571,7.818,
27,"22, Apr, 11","Friday, 22 April 2011"," $1,921,655 ",0,50.02,4.061,138.2475036,7.725,
28,"22, Apr, 11","Friday, 22 April 2011"," $1,297,452 ",0,72.12,4.134,128.9553,13.736,
29,"22, Apr, 11","Friday, 22 April 2011"," $589,253 ",0,47.76,3.919,134.3571,9.966,
30,"22, Apr, 11","Friday, 22 April 2011"," $445,359 ",0,70.79,3.807,215.1096657,7.931,
31,"22, Apr, 11","Friday, 22 April 2011"," $1,461,394 ",0,70.79,3.807,215.1096657,7.931,
32,"22, Apr, 11","Friday, 22 April 2011"," $1,210,603 ",0,48.69,3.636,192.5234638,8.595,
33,"22, Apr, 11","Friday, 22 April 2011"," $248,603 ",0,79.46,3.917,128.9553,8.687,
34,"22, Apr, 11","Friday, 22 April 2011"," $1,051,518 ",0,63.83,3.781,128.9553,10.581,
35,"22, Apr, 11","Friday, 22 April 2011"," $841,778 ",0,50.02,3.892,138.2475036,8.512,
36,"22, Apr, 11","Friday, 22 April 2011"," $374,575 ",0,74.57,3.805,214.1921572,8.3,
37,"22, Apr, 11","Friday, 22 April 2011"," $526,434 ",0,74.57,3.807,214.1921572,8.3,
38,"22, Apr, 11","Friday, 22 April 2011"," $362,952 ",0,72.12,4.134,128.9553,13.736,
39,"22, Apr, 11","Friday, 22 April 2011"," $1,563,141 ",0,74.98,3.807,214.1921572,8.3,
40,"22, Apr, 11","Friday, 22 April 2011"," $965,056 ",0,39.32,3.919,134.3571,4.781,
41,"22, Apr, 11","Friday, 22 April 2011"," $1,304,482 ",0,42.86,3.636,192.5234638,6.934,
42,"22, Apr, 11","Friday, 22 April 2011"," $534,598 ",0,75.93,3.917,128.9553,8.494,
43,"22, Apr, 11","Friday, 22 April 2011"," $638,281 ",0,74.49,3.807,207.2581929,10.581,
44,"22, Apr, 11","Friday, 22 April 2011"," $280,357 ",0,47.55,3.655,128.9553,6.906,
45,"22, Apr, 11","Friday, 22 April 2011"," $813,630 ",0,53.04,3.892,185.6684673,8.521,
1,"15, Apr, 11","Friday, 15 April 2011"," $1,559,889 ",0,71.27,3.743,215.2918561,7.682,
2,"15, Apr, 11","Friday, 15 April 2011"," $1,856,468 ",0,69.48,3.743,214.9420631,7.931,
3,"15, Apr, 11","Friday, 15 April 2011"," $366,251 ",0,75.88,3.743,218.6788642,7.574,
4,"15, Apr, 11","Friday, 15 April 2011"," $1,960,588 ",0,62.34,3.724,128.9107333,5.946,
5,"15, Apr, 11","Friday, 15 April 2011"," $307,914 ",0,72.02,3.743,215.8592673,6.489,
6,"15, Apr, 11","Friday, 15 April 2011"," $1,448,797 ",0,73.17,3.743,216.8446627,6.855,
7,"15, Apr, 11","Friday, 15 April 2011"," $423,380 ",0,27.79,3.611,192.4225954,8.595,
8,"15, Apr, 11","Friday, 15 April 2011"," $908,279 ",0,63.55,3.743,218.7262524,6.297,
9,"15, Apr, 11","Friday, 15 April 2011"," $528,420 ",0,71.9,3.743,218.9134935,6.38,
10,"15, Apr, 11","Friday, 15 April 2011"," $1,781,767 ",0,61.05,4.089,128.9107333,8.494,
11,"15, Apr, 11","Friday, 15 April 2011"," $1,312,906 ",0,76.64,3.743,218.6788642,7.574,
12,"15, Apr, 11","Friday, 15 April 2011"," $990,952 ",0,57.63,3.868,128.9107333,13.736,
13,"15, Apr, 11","Friday, 15 April 2011"," $1,950,994 ",0,41.72,3.616,128.9107333,7.193,
14,"15, Apr, 11","Friday, 15 April 2011"," $1,974,961 ",0,53.69,3.821,185.5339821,8.521,
15,"15, Apr, 11","Friday, 15 April 2011"," $607,691 ",0,48.63,3.981,134.2784667,7.658,
16,"15, Apr, 11","Friday, 15 April 2011"," $427,855 ",0,34.59,3.611,192.4225954,6.339,
17,"15, Apr, 11","Friday, 15 April 2011"," $825,283 ",0,39.98,3.616,128.9107333,6.774,
18,"15, Apr, 11","Friday, 15 April 2011"," $988,158 ",0,49.91,3.823,134.2784667,8.975,
19,"15, Apr, 11","Friday, 15 April 2011"," $1,392,093 ",0,48.67,3.981,134.2784667,7.658,
20,"15, Apr, 11","Friday, 15 April 2011"," $2,057,406 ",0,55,3.821,208.3172811,7.287,
21,"15, Apr, 11","Friday, 15 April 2011"," $768,390 ",0,71.01,3.743,214.9420631,7.931,
22,"15, Apr, 11","Friday, 15 April 2011"," $1,008,557 ",0,48.88,3.823,138.1646952,8.252,
23,"15, Apr, 11","Friday, 15 April 2011"," $1,263,681 ",0,45.51,3.823,134.2784667,4.781,
24,"15, Apr, 11","Friday, 15 April 2011"," $1,245,577 ",0,52.36,3.981,134.2784667,8.212,
25,"15, Apr, 11","Friday, 15 April 2011"," $674,562 ",0,51.43,3.821,208.3172811,7.287,
26,"15, Apr, 11","Friday, 15 April 2011"," $863,266 ",0,39.46,3.823,134.2784667,7.818,
27,"15, Apr, 11","Friday, 15 April 2011"," $1,727,176 ",0,52.24,3.981,138.1646952,7.725,
28,"15, Apr, 11","Friday, 15 April 2011"," $1,240,126 ",0,57.63,3.868,128.9107333,13.736,
29,"15, Apr, 11","Friday, 15 April 2011"," $518,246 ",0,48.88,3.823,134.2784667,9.966,
30,"15, Apr, 11","Friday, 15 April 2011"," $426,667 ",0,71.01,3.743,214.9420631,7.931,
31,"15, Apr, 11","Friday, 15 April 2011"," $1,408,464 ",0,71.01,3.743,214.9420631,7.931,
32,"15, Apr, 11","Friday, 15 April 2011"," $1,120,508 ",0,45.97,3.611,192.4225954,8.595,
33,"15, Apr, 11","Friday, 15 April 2011"," $275,750 ",0,64.64,4.089,128.9107333,8.687,
34,"15, Apr, 11","Friday, 15 April 2011"," $941,829 ",0,53.3,3.724,128.9107333,10.581,
35,"15, Apr, 11","Friday, 15 April 2011"," $795,157 ",0,52.24,3.821,138.1646952,8.512,
36,"15, Apr, 11","Friday, 15 April 2011"," $414,987 ",0,73.25,3.763,214.026217,8.3,
37,"15, Apr, 11","Friday, 15 April 2011"," $543,776 ",0,73.25,3.743,214.026217,8.3,
38,"15, Apr, 11","Friday, 15 April 2011"," $362,759 ",0,57.63,3.868,128.9107333,13.736,
39,"15, Apr, 11","Friday, 15 April 2011"," $1,348,032 ",0,73.19,3.743,214.026217,8.3,
40,"15, Apr, 11","Friday, 15 April 2011"," $874,446 ",0,43.69,3.823,134.2784667,4.781,
41,"15, Apr, 11","Friday, 15 April 2011"," $1,192,982 ",0,39.94,3.611,192.4225954,6.934,
42,"15, Apr, 11","Friday, 15 April 2011"," $597,644 ",0,61.05,4.089,128.9107333,8.494,
43,"15, Apr, 11","Friday, 15 April 2011"," $635,758 ",0,65.01,3.743,207.1015429,10.581,
44,"15, Apr, 11","Friday, 15 April 2011"," $289,668 ",0,41.72,3.616,128.9107333,6.906,
45,"15, Apr, 11","Friday, 15 April 2011"," $765,270 ",0,53.69,3.821,185.5339821,8.521,
1,"08, Apr, 11","Friday, 8 April 2011"," $1,614,259 ",0,67.84,3.622,215.0743939,7.682,
2,"08, Apr, 11","Friday, 8 April 2011"," $1,847,553 ",0,67,3.622,214.7252242,7.931,
3,"08, Apr, 11","Friday, 8 April 2011"," $384,075 ",0,72.55,3.622,218.4553663,7.574,
4,"08, Apr, 11","Friday, 8 April 2011"," $2,074,953 ",0,62.61,3.605,128.8238065,5.946,
5,"08, Apr, 11","Friday, 8 April 2011"," $307,334 ",0,69.64,3.622,215.6407939,6.489,
6,"08, Apr, 11","Friday, 8 April 2011"," $1,534,594 ",0,70.35,3.622,216.6244334,6.855,
7,"08, Apr, 11","Friday, 8 April 2011"," $500,552 ",0,30.64,3.532,192.3418571,8.595,
8,"08, Apr, 11","Friday, 8 April 2011"," $949,826 ",0,65.62,3.622,218.50267,6.297,
9,"08, Apr, 11","Friday, 8 April 2011"," $561,626 ",0,71.4,3.622,218.6895775,6.38,
10,"08, Apr, 11","Friday, 8 April 2011"," $1,870,721 ",0,73.03,3.818,128.8238065,8.494,
11,"08, Apr, 11","Friday, 8 April 2011"," $1,327,401 ",0,73.57,3.622,218.4553663,7.574,
12,"08, Apr, 11","Friday, 8 April 2011"," $998,362 ",0,64.47,4.003,128.8238065,13.736,
13,"08, Apr, 11","Friday, 8 April 2011"," $1,887,465 ",0,42.75,3.547,128.8238065,7.193,
14,"08, Apr, 11","Friday, 8 April 2011"," $2,037,799 ",0,48.71,3.72,185.3636656,8.521,
15,"08, Apr, 11","Friday, 8 April 2011"," $587,371 ",0,40.94,3.895,134.1777742,7.658,
16,"08, Apr, 11","Friday, 8 April 2011"," $439,277 ",0,38.04,3.532,192.3418571,6.339,
17,"08, Apr, 11","Friday, 8 April 2011"," $811,856 ",0,39.16,3.547,128.8238065,6.774,
18,"08, Apr, 11","Friday, 8 April 2011"," $1,018,541 ",0,43.32,3.72,134.1777742,8.975,
19,"08, Apr, 11","Friday, 8 April 2011"," $1,419,912 ",0,41.26,3.895,134.1777742,7.658,
20,"08, Apr, 11","Friday, 8 April 2011"," $2,027,056 ",0,47.09,3.72,208.1092642,7.287,
21,"08, Apr, 11","Friday, 8 April 2011"," $744,783 ",0,68.62,3.622,214.7252242,7.931,
22,"08, Apr, 11","Friday, 8 April 2011"," $969,047 ",0,44.42,3.72,138.0638929,8.252,
23,"08, Apr, 11","Friday, 8 April 2011"," $1,248,902 ",0,36.74,3.72,134.1777742,4.781,
24,"08, Apr, 11","Friday, 8 April 2011"," $1,273,670 ",0,44.7,3.895,134.1777742,8.212,
25,"08, Apr, 11","Friday, 8 April 2011"," $648,606 ",0,42.11,3.72,208.1092642,7.287,
26,"08, Apr, 11","Friday, 8 April 2011"," $985,230 ",0,29.09,3.72,134.1777742,7.818,
27,"08, Apr, 11","Friday, 8 April 2011"," $1,689,844 ",0,46.87,3.895,138.0638929,7.725,
28,"08, Apr, 11","Friday, 8 April 2011"," $1,414,714 ",0,64.47,4.003,128.8238065,13.736,
29,"08, Apr, 11","Friday, 8 April 2011"," $505,304 ",0,44.42,3.72,134.1777742,9.966,
30,"08, Apr, 11","Friday, 8 April 2011"," $443,890 ",0,68.62,3.622,214.7252242,7.931,
31,"08, Apr, 11","Friday, 8 April 2011"," $1,416,790 ",0,68.62,3.622,214.7252242,7.931,
32,"08, Apr, 11","Friday, 8 April 2011"," $1,102,976 ",0,48.81,3.532,192.3418571,8.595,
33,"08, Apr, 11","Friday, 8 April 2011"," $271,925 ",0,75.11,3.818,128.8238065,8.687,
34,"08, Apr, 11","Friday, 8 April 2011"," $975,480 ",0,58.59,3.605,128.8238065,10.581,
35,"08, Apr, 11","Friday, 8 April 2011"," $813,352 ",0,46.87,3.72,138.0638929,8.512,
36,"08, Apr, 11","Friday, 8 April 2011"," $428,728 ",0,69.39,3.645,213.8116658,8.3,
37,"08, Apr, 11","Friday, 8 April 2011"," $543,703 ",0,69.39,3.622,213.8116658,8.3,
38,"08, Apr, 11","Friday, 8 April 2011"," $392,152 ",0,64.47,4.003,128.8238065,13.736,
39,"08, Apr, 11","Friday, 8 April 2011"," $1,350,646 ",0,69.45,3.622,213.8116658,8.3,
40,"08, Apr, 11","Friday, 8 April 2011"," $947,753 ",0,34.77,3.72,134.1777742,4.781,
41,"08, Apr, 11","Friday, 8 April 2011"," $1,206,252 ",0,42.87,3.532,192.3418571,6.934,
42,"08, Apr, 11","Friday, 8 April 2011"," $620,087 ",0,73.03,3.818,128.8238065,8.494,
43,"08, Apr, 11","Friday, 8 April 2011"," $650,419 ",0,70.35,3.622,206.8970046,10.581,
44,"08, Apr, 11","Friday, 8 April 2011"," $292,499 ",0,42.75,3.547,128.8238065,6.906,
45,"08, Apr, 11","Friday, 8 April 2011"," $750,183 ",0,48.71,3.72,185.3636656,8.521,
1,"01, Apr, 11","Friday, 1 April 2011"," $1,495,065 ",0,59.17,3.524,214.8371664,7.682,
2,"01, Apr, 11","Friday, 1 April 2011"," $1,800,171 ",0,55.43,3.524,214.4886908,7.931,
3,"01, Apr, 11","Friday, 1 April 2011"," $374,556 ",0,68.76,3.524,218.2114184,7.574,
4,"01, Apr, 11","Friday, 1 April 2011"," $1,900,246 ",0,56.99,3.521,128.7199355,5.946,
5,"01, Apr, 11","Friday, 1 April 2011"," $314,317 ",0,61.5,3.524,215.4024406,6.489,
6,"01, Apr, 11","Friday, 1 April 2011"," $1,459,277 ",0,62.25,3.524,216.3841249,6.855,
7,"01, Apr, 11","Friday, 1 April 2011"," $513,410 ",0,24.83,3.461,192.2691707,8.595,
8,"01, Apr, 11","Friday, 1 April 2011"," $878,762 ",0,49.86,3.524,218.2586281,6.297,
9,"01, Apr, 11","Friday, 1 April 2011"," $520,962 ",0,56.12,3.524,218.445164,6.38,
10,"01, Apr, 11","Friday, 1 April 2011"," $1,827,733 ",0,67.64,3.772,128.7199355,8.494,
11,"01, Apr, 11","Friday, 1 April 2011"," $1,258,674 ",0,69.1,3.524,218.2114184,7.574,
12,"01, Apr, 11","Friday, 1 April 2011"," $1,005,463 ",0,63.63,3.772,128.7199355,13.736,
13,"01, Apr, 11","Friday, 1 April 2011"," $1,864,239 ",0,42.49,3.487,128.7199355,7.193,
14,"01, Apr, 11","Friday, 1 April 2011"," $1,869,111 ",0,37.27,3.638,185.1790167,8.521,
15,"01, Apr, 11","Friday, 1 April 2011"," $542,556 ",0,30.34,3.811,134.0682581,7.658,
16,"01, Apr, 11","Friday, 1 April 2011"," $459,756 ",0,35.75,3.461,192.2691707,6.339,
17,"01, Apr, 11","Friday, 1 April 2011"," $795,859 ",0,39.38,3.487,128.7199355,6.774,
18,"01, Apr, 11","Friday, 1 April 2011"," $938,083 ",0,35.06,3.638,134.0682581,8.975,
19,"01, Apr, 11","Friday, 1 April 2011"," $1,305,950 ",0,30.68,3.811,134.0682581,7.658,
20,"01, Apr, 11","Friday, 1 April 2011"," $1,927,993 ",0,32.43,3.638,207.8823043,7.287,
21,"01, Apr, 11","Friday, 1 April 2011"," $732,056 ",0,56.36,3.524,214.4886908,7.931,
22,"01, Apr, 11","Friday, 1 April 2011"," $951,588 ",0,36.04,3.638,137.9558929,8.252,
23,"01, Apr, 11","Friday, 1 April 2011"," $1,182,695 ",0,29.44,3.638,134.0682581,4.781,
24,"01, Apr, 11","Friday, 1 April 2011"," $1,163,803 ",0,35.73,3.811,134.0682581,8.212,
25,"01, Apr, 11","Friday, 1 April 2011"," $618,378 ",0,28.5,3.638,207.8823043,7.287,
26,"01, Apr, 11","Friday, 1 April 2011"," $849,232 ",0,22.99,3.638,134.0682581,7.818,
27,"01, Apr, 11","Friday, 1 April 2011"," $1,628,868 ",0,37.27,3.811,137.9558929,7.725,
28,"01, Apr, 11","Friday, 1 April 2011"," $1,336,838 ",0,63.63,3.772,128.7199355,13.736,
29,"01, Apr, 11","Friday, 1 April 2011"," $475,615 ",0,36.04,3.638,134.0682581,9.966,
30,"01, Apr, 11","Friday, 1 April 2011"," $437,927 ",0,56.36,3.524,214.4886908,7.931,
31,"01, Apr, 11","Friday, 1 April 2011"," $1,344,891 ",0,56.36,3.524,214.4886908,7.931,
32,"01, Apr, 11","Friday, 1 April 2011"," $1,051,121 ",0,44.83,3.461,192.2691707,8.595,
33,"01, Apr, 11","Friday, 1 April 2011"," $232,769 ",0,71.41,3.772,128.7199355,8.687,
34,"01, Apr, 11","Friday, 1 April 2011"," $884,234 ",0,55.46,3.521,128.7199355,10.581,
35,"01, Apr, 11","Friday, 1 April 2011"," $762,621 ",0,37.27,3.638,137.9558929,8.512,
36,"01, Apr, 11","Friday, 1 April 2011"," $385,672 ",0,67.31,3.529,213.5776701,8.3,
37,"01, Apr, 11","Friday, 1 April 2011"," $534,579 ",0,67.31,3.524,213.5776701,8.3,
38,"01, Apr, 11","Friday, 1 April 2011"," $382,098 ",0,63.63,3.772,128.7199355,13.736,
39,"01, Apr, 11","Friday, 1 April 2011"," $1,316,849 ",0,66.57,3.524,213.5776701,8.3,
40,"01, Apr, 11","Friday, 1 April 2011"," $841,889 ",0,28.6,3.638,134.0682581,4.781,
41,"01, Apr, 11","Friday, 1 April 2011"," $1,179,125 ",0,38.16,3.461,192.2691707,6.934,
42,"01, Apr, 11","Friday, 1 April 2011"," $508,432 ",0,67.64,3.772,128.7199355,8.494,
43,"01, Apr, 11","Friday, 1 April 2011"," $611,586 ",0,67.79,3.524,206.6733111,10.581,
44,"01, Apr, 11","Friday, 1 April 2011"," $281,514 ",0,42.49,3.487,128.7199355,6.906,
45,"01, Apr, 11","Friday, 1 April 2011"," $712,426 ",0,37.27,3.638,185.1790167,8.521,
1,"25, Mar, 11","Friday, 25 March 2011"," $1,541,102 ",0,69.97,3.473,214.5999389,7.742,
2,"25, Mar, 11","Friday, 25 March 2011"," $1,766,162 ",0,69.42,3.473,214.2521573,8.028,
3,"25, Mar, 11","Friday, 25 March 2011"," $380,684 ",0,72.94,3.473,217.9674705,7.551,
4,"25, Mar, 11","Friday, 25 March 2011"," $1,944,164 ",0,59.1,3.48,128.6160645,6.51,
5,"25, Mar, 11","Friday, 25 March 2011"," $294,733 ",0,70.71,3.473,215.1640872,6.634,
6,"25, Mar, 11","Friday, 25 March 2011"," $1,438,466 ",0,70.83,3.473,216.1438163,6.858,
7,"25, Mar, 11","Friday, 25 March 2011"," $559,062 ",0,25.69,3.414,192.1964844,8.818,
8,"25, Mar, 11","Friday, 25 March 2011"," $827,968 ",0,59.74,3.473,218.0145862,6.262,
9,"25, Mar, 11","Friday, 25 March 2011"," $497,488 ",0,68.79,3.473,218.2007506,6.416,
10,"25, Mar, 11","Friday, 25 March 2011"," $1,815,799 ",0,62.53,3.716,128.6160645,8.744,
11,"25, Mar, 11","Friday, 25 March 2011"," $1,229,777 ",0,73.74,3.473,217.9674705,7.551,
12,"25, Mar, 11","Friday, 25 March 2011"," $954,107 ",0,54.4,3.909,128.6160645,14.021,
13,"25, Mar, 11","Friday, 25 March 2011"," $1,807,545 ",0,42.38,3.435,128.6160645,7.47,
14,"25, Mar, 11","Friday, 25 March 2011"," $1,879,451 ",0,41.76,3.625,184.9943679,8.549,
15,"25, Mar, 11","Friday, 25 March 2011"," $527,389 ",0,32.63,3.789,133.9587419,7.771,
16,"25, Mar, 11","Friday, 25 March 2011"," $465,280 ",0,32.61,3.414,192.1964844,6.614,
17,"25, Mar, 11","Friday, 25 March 2011"," $781,268 ",0,36.71,3.435,128.6160645,6.866,
18,"25, Mar, 11","Friday, 25 March 2011"," $944,523 ",0,36.65,3.624,133.9587419,9.131,
19,"25, Mar, 11","Friday, 25 March 2011"," $1,266,565 ",0,33.26,3.789,133.9587419,7.771,
20,"25, Mar, 11","Friday, 25 March 2011"," $1,824,711 ",0,44.83,3.625,207.6553444,7.343,
21,"25, Mar, 11","Friday, 25 March 2011"," $753,711 ",0,70.33,3.473,214.2521573,8.028,
22,"25, Mar, 11","Friday, 25 March 2011"," $933,528 ",0,38.77,3.624,137.8478929,8.458,
23,"25, Mar, 11","Friday, 25 March 2011"," $1,148,625 ",0,29.11,3.624,133.9587419,5.114,
